,Amount Requested,Application Date,Loan Title,Risk_Score,Debt-To-Income Ratio,Zip Code,State,Employment Length,Policy Code
1709,500.0,2007-10-15,Tjoecks25,500.0,4.52%,532xx,WI,2 years,0.0
1710,4000.0,2007-10-15,destind,0.0,0%,325xx,FL,< 1 year,0.0
1711,25000.0,2007-10-16,SimpleGirl,507.0,32.59%,770xx,TX,10+ years,0.0
1712,3500.0,2007-10-16,jenjen30,481.0,16.11%,435xx,OH,3 years,0.0
1713,10000.0,2007-10-16,D_man,539.0,17.33%,672xx,KS,2 years,0.0
1714,5000.0,2007-10-16,scslinkard,524.0,18.16%,284xx,NC,1 year,0.0
1715,2000.0,2007-10-16,mr3rd,0.0,102.67%,705xx,LA,1 year,0.0
1716,25000.0,2007-10-16,Goretexas,699.0,22.92%,750xx,TX,8 years,0.0
1717,2500.0,2007-10-16,purplesue,491.0,8.1%,741xx,OK,2 years,0.0
1718,2500.0,2007-10-16,TraceyB1978,482.0,42.66%,134xx,NY,5 years,0.0
1719,3000.0,2007-10-16,jamchris,555.0,5.2%,112xx,NY,10+ years,0.0
1720,5000.0,2007-10-16,Keith,616.0,4.78%,774xx,TX,< 1 year,0.0
1721,4500.0,2007-10-16,lmedina44,479.0,38.09%,841xx,UT,1 year,0.0
1722,500.0,2007-10-16,MJC,437.0,10.26%,802xx,CO,< 1 year,0.0
1723,15000.0,2007-10-16,hesss64,610.0,20.45%,310xx,GA,< 1 year,0.0
1724,2500.0,2007-10-16,Likopass,540.0,13.47%,462xx,IN,1 year,0.0
1725,3800.0,2007-10-16,jaymoney58,555.0,21.33%,308xx,GA,1 year,0.0
1726,20000.0,2007-10-16,billyspeedman,682.0,23.52%,656xx,MO,2 years,0.0
1727,15000.0,2007-10-16,rodban,589.0,18.72%,282xx,NC,< 1 year,0.0
1728,25000.0,2007-10-16,abakatone,468.0,5.87%,115xx,NY,1 year,0.0
1729,15500.0,2007-10-16,downwithdebt,666.0,14.03%,070xx,NJ,< 1 year,0.0
1730,5000.0,2007-10-16,lilrritter,640.0,11.86%,640xx,MO,< 1 year,0.0
1731,15000.0,2007-10-16,Addi,501.0,30.76%,420xx,KY,< 1 year,0.0
1732,15000.0,2007-10-16,sunflower0416,549.0,15.79%,986xx,WA,4 years,0.0
1733,500.0,2007-10-16,jaywill1911,554.0,2.25%,282xx,NC,1 year,0.0
1734,2600.0,2007-10-16,JAM825,571.0,19.95%,452xx,OH,3 years,0.0
1735,20000.0,2007-10-16,Radar Luv,724.0,37.14%,301xx,GA,8 years,0.0
1736,5000.0,2007-10-16,laynebody90,426.0,73.02%,809xx,CO,1 year,0.0
1737,5000.0,2007-10-16,otsnet,502.0,0%,760xx,TX,4 years,0.0
1738,15000.0,2007-10-16,peaceomind,509.0,4.1%,238xx,VA,10+ years,0.0
1739,17000.0,2007-10-16,JAH4,493.0,0%,774xx,TX,< 1 year,0.0
1740,1000.0,2007-10-16,entcwilliams,531.0,13.07%,300xx,GA,2 years,0.0
1741,3200.0,2007-10-16,Towne Village Drive,488.0,0%,276xx,NC,4 years,0.0
1742,8000.0,2007-10-16,apple,512.0,44.67%,142xx,NY,1 year,0.0
1743,500.0,2007-10-16,jennywren623,498.0,0%,530xx,WI,6 years,0.0
1744,4000.0,2007-10-16,swededread,534.0,2.84%,108xx,NY,< 1 year,0.0
1745,15000.0,2007-10-16,jw63,592.0,10.47%,402xx,KY,2 years,0.0
1746,500.0,2007-10-16,taggerman,416.0,1.02%,800xx,CO,7 years,0.0
1747,25000.0,2007-10-16,bizconsultant,502.0,5.32%,597xx,MT,3 years,0.0
1748,15000.0,2007-10-16,chr1z,637.0,30.46%,300xx,GA,9 years,0.0
1749,15000.0,2007-10-16,sharks2926,504.0,4.79%,080xx,NJ,10+ years,0.0
1750,2500.0,2007-10-16,chrisdawoo,488.0,1.76%,120xx,NY,10+ years,0.0
1751,5000.0,2007-10-16,digba1,593.0,20.87%,303xx,GA,< 1 year,0.0
1752,10000.0,2007-10-16,pvtjohndoe,622.0,5.22%,980xx,WA,3 years,0.0
1753,6000.0,2007-10-16,Mastermode,545.0,16.4%,331xx,FL,< 1 year,0.0
1754,9000.0,2007-10-17,richardb,530.0,40.05%,329xx,FL,2 years,0.0
1755,1700.0,2007-10-17,rosalee29,457.0,0%,173xx,NY,6 years,0.0
1756,10000.0,2007-10-17,mich,473.0,39.23%,211xx,MD,< 1 year,0.0
1757,3000.0,2007-10-17,marge1250,605.0,2.31%,103xx,NY,1 year,0.0
1758,1000.0,2007-10-17,charliegirl,444.0,10.43%,063xx,CT,2 years,0.0
1759,6000.0,2007-10-17,carace,528.0,1.17%,019xx,MA,< 1 year,0.0
1760,3500.0,2007-10-17,joshril27,569.0,14.9%,791xx,TX,1 year,0.0
1761,10000.0,2007-10-17,please go with the flo,474.0,14.52%,070xx,NJ,< 1 year,0.0
1762,10000.0,2007-10-17,home,494.0,48.03%,853xx,AZ,10+ years,0.0
1763,12000.0,2007-10-17,dwfox,526.0,20.18%,479xx,IN,2 years,0.0
1764,2000.0,2007-10-17,AMW01,445.0,5.8%,320xx,FL,< 1 year,0.0
1765,1500.0,2007-10-17,airforceflyguy,455.0,49.97%,325xx,FL,8 years,0.0
1766,2500.0,2007-10-17,mybabyshubu,614.0,12.23%,365xx,AL,< 1 year,0.0
1767,5000.0,2007-10-17,michele,678.0,271.2%,126xx,NY,3 years,0.0
1768,25000.0,2007-10-17,rfelps,657.0,10.21%,212xx,MD,8 years,0.0
1769,2000.0,2007-10-17,peanut 56,561.0,12.43%,544xx,WI,8 years,0.0
1770,10000.0,2007-10-17,drew1068,516.0,12.61%,074xx,NJ,10+ years,0.0
1771,3000.0,2007-10-17,sbecker67,550.0,18.57%,800xx,CO,1 year,0.0
1772,25000.0,2007-10-17,Ins Mike,614.0,44.64%,826xx,WY,2 years,0.0
1773,25000.0,2007-10-17,Helping Hands,661.0,5.08%,012xx,MA,3 years,0.0
1774,15000.0,2007-10-17,brendakeen,426.0,0%,945xx,OH,< 1 year,0.0
1775,20000.0,2007-10-17,aa6466,630.0,15.47%,750xx,TX,5 years,0.0
1776,600.0,2007-10-17,Ladylissab,554.0,12.96%,327xx,FL,< 1 year,0.0
1777,15000.0,2007-10-17,Knight88,505.0,10.58%,346xx,FL,< 1 year,0.0
1778,4500.0,2007-10-17,MSG Retired,504.0,23.32%,922xx,CO,10+ years,0.0
1779,2500.0,2007-10-17,michsita,450.0,9.5%,060xx,CT,5 years,0.0
1780,1200.0,2007-10-17,azick84,578.0,41.07%,731xx,OK,2 years,0.0
1781,2000.0,2007-10-17,thejuug,467.0,239.33%,347xx,FL,3 years,0.0
1782,2500.0,2007-10-17,michsita1973,480.0,23.56%,061xx,CT,10+ years,0.0
1783,12500.0,2007-10-17,Bc5976,569.0,21.98%,339xx,FL,< 1 year,0.0
1784,6000.0,2007-10-17,rmwcalum,652.0,38.55%,282xx,NC,1 year,0.0
1785,1500.0,2007-10-17,Need money for PC.,649.0,20.33%,658xx,MO,6 years,0.0
1786,6000.0,2007-10-17,cluesgirl21,429.0,1.83%,224xx,VA,1 year,0.0
1787,15000.0,2007-10-17,leoi,637.0,17.93%,805xx,FL,< 1 year,0.0
1788,5000.0,2007-10-17,frenchlop,454.0,34.73%,448xx,OH,10+ years,0.0
1789,800.0,2007-10-17,msdoriansmith,680.0,39.34%,146xx,NY,< 1 year,0.0
1790,2500.0,2007-10-17,Txrose1998,538.0,6.39%,750xx,TX,< 1 year,0.0
1791,20000.0,2007-10-17,Pay Off Debt,677.0,17.5%,217xx,MD,9 years,0.0
1792,2500.0,2007-10-17,TailoredMaid,444.0,16.57%,234xx,VA,< 1 year,0.0
1793,25000.0,2007-10-17,BillyJoe,743.0,51.26%,426xx,KY,10+ years,0.0
1794,15000.0,2007-10-17,kipper50,692.0,20.1%,913xx,CA,1 year,0.0
1795,1500.0,2007-10-17,cnewsome24,0.0,3%,010xx,MA,< 1 year,0.0
1796,10000.0,2007-10-17,"I am a railroad engineer for CSX transportation and am relocating my family to North Carolina.  In order to do this move, we need to settle all of our delinquent debts and move with a clean slate.   My family is my wife, Stacey, our 3 year old daughter, Mackenzie, and our 11 month old son, Noah.   We have a doggie named Dickens, and yes, of course, he's family.  It will cost us a few thousand to relocated with a moving company.  We need payment to rent an apartment and security, etc.    I will be starting a new position in North Carolina, so we will be with little pay until my training session ends.  We need to be able to have money for rent and take care of the children's needs for at least a couple months.    Thank you for your kind consideration.  Mike ",468.0,11.93%,132xx,NY,2 years,0.0
1797,20000.0,2007-10-17,Ellerbe Ackerman,610.0,28.04%,295xx,SC,5 years,0.0
1798,2500.0,2007-10-17,Mrsnicolejackson,606.0,43.09%,300xx,GA,1 year,0.0
1799,6000.0,2007-10-17,toureka1,547.0,48.21%,070xx,NJ,2 years,0.0
1800,13525.0,2007-10-17,asaw2513,515.0,2.29%,242xx,VA,< 1 year,0.0
1801,12000.0,2007-10-17,Dalmus,596.0,30.22%,532xx,WI,2 years,0.0
1802,12000.0,2007-10-17,Credit Card and Line of Credit Refinance,679.0,6.69%,852xx,AZ,1 year,0.0
1803,2500.0,2007-10-18,angelpuddin,596.0,41.41%,250xx,WV,7 years,0.0
1804,1500.0,2007-10-18,sponge47,480.0,6.06%,011xx,MA,10+ years,0.0
1805,25000.0,2007-10-18,conflaozi,692.0,1.72%,928xx,CO,10+ years,0.0
1806,5000.0,2007-10-18,desigrl4,601.0,24.12%,313xx,GA,4 years,0.0
1807,25000.0,2007-10-18,teen,617.0,28.29%,855xx,AZ,10+ years,0.0
1808,4000.0,2007-10-18,bee157,0.0,0%,114xx,NY,6 years,0.0
1809,500.0,2007-10-18,chriss,498.0,0%,300xx,GA,< 1 year,0.0
1810,5000.0,2007-10-18,torey1999,549.0,26.04%,930xx,CA,9 years,0.0
1811,2500.0,2007-10-18,acorbetttate,470.0,100.73%,272xx,NC,6 years,0.0
1812,2400.0,2007-10-18,cmortality,433.0,0.95%,560xx,MN,< 1 year,0.0
1813,1000.0,2007-10-18,xpynkxheartsx,440.0,2%,286xx,NC,< 1 year,0.0
1814,17000.0,2007-10-18,sarahh,546.0,0.71%,540xx,WI,2 years,0.0
1815,3000.0,2007-10-18,ritchieray,565.0,1.47%,751xx,TX,3 years,0.0
1816,25000.0,2007-10-18,TREADLLC,631.0,49.64%,324xx,FL,< 1 year,0.0
1817,1600.0,2007-10-18,Please help me pay off medical bills,511.0,23.76%,744xx,OK,3 years,0.0
1818,20000.0,2007-10-18,DLC,618.0,13.9%,781xx,TX,1 year,0.0
1819,2500.0,2007-10-18,zoe2007,581.0,20.23%,437xx,OH,10+ years,0.0
1820,6500.0,2007-10-18,jfrede3382,643.0,369.44%,210xx,MD,2 years,0.0
1821,10000.0,2007-10-18,cleanup07,513.0,16.48%,386xx,MS,2 years,0.0
1822,8000.0,2007-10-18,shadow,629.0,39.6%,282xx,NC,< 1 year,0.0
1823,5000.0,2007-10-18,kprichter,486.0,14.02%,726xx,AR,9 years,0.0
1824,3500.0,2007-10-18,rateup5,654.0,11.88%,088xx,NJ,10+ years,0.0
1825,10000.0,2007-10-18,single parent 2,486.0,21.54%,300xx,GA,9 years,0.0
1826,3600.0,2007-10-18,magice,547.0,25.62%,447xx,OH,1 year,0.0
1827,10000.0,2007-10-18,chevyman,547.0,38.69%,748xx,OK,8 years,0.0
1828,25000.0,2007-10-18,nwangel2000,698.0,26.03%,983xx,WA,5 years,0.0
1829,15000.0,2007-10-18,Personal loan,679.0,8.67%,300xx,GA,< 1 year,0.0
1830,15000.0,2007-10-18,BferrerJr,652.0,1.55%,330xx,FL,2 years,0.0
1831,4000.0,2007-10-18,necolenicole,470.0,35.23%,799xx,TX,1 year,0.0
1832,10000.0,2007-10-18,Business Expansion Loan,625.0,19.63%,913xx,CA,1 year,0.0
1833,1200.0,2007-10-18,Caw,576.0,6.54%,850xx,AZ,< 1 year,0.0
1834,3000.0,2007-10-19,fermi,451.0,9.32%,379xx,TN,< 1 year,0.0
1835,1800.0,2007-10-19,larry25,566.0,39.04%,712xx,LA,8 years,0.0
1836,25000.0,2007-10-19,the option guru,454.0,2.86%,402xx,KY,2 years,0.0
1837,500.0,2007-10-19,Munkie21,481.0,0%,331xx,FL,< 1 year,0.0
1838,20000.0,2007-10-19,mupalia,523.0,9.04%,331xx,FL,1 year,0.0
1839,3000.0,2007-10-19,buddy01,547.0,12.66%,551xx,MN,4 years,0.0
1840,10000.0,2007-10-19,balderasjc,640.0,12.15%,076xx,NJ,2 years,0.0
1841,4500.0,2007-10-19,wild swan,637.0,12.51%,634xx,MO,6 years,0.0
1842,10000.0,2007-10-19,ljflyaway82,627.0,15.07%,207xx,MD,2 years,0.0
1843,10000.0,2007-10-19,20th Street,550.0,17.62%,357xx,AL,< 1 year,0.0
1844,2000.0,2007-10-19,Indylovr,549.0,0.44%,463xx,IN,1 year,0.0
1845,5000.0,2007-10-19,beckly,546.0,27.79%,781xx,TX,4 years,0.0
1846,3000.0,2007-10-19,alexbean1031,648.0,93.03%,100xx,NY,< 1 year,0.0
1847,5000.0,2007-10-19,Mollie,581.0,33.49%,349xx,FL,3 years,0.0
1848,5000.0,2007-10-19,KeithHanson,663.0,9.67%,750xx,TX,< 1 year,0.0
1849,5000.0,2007-10-19,namron1953,477.0,2.37%,147xx,NY,10+ years,0.0
1850,10000.0,2007-10-19,jcsaints,456.0,28.69%,637xx,MO,7 years,0.0
1851,25000.0,2007-10-19,"Greetings!  My wife and I recently purchased a new house in the Palm Springs area and began renting out our first home.  The new home is a condo unit in a country club and was built in the 1950's in a contemporary style.  Even though it is structurally sound, since it is an older place, we undertook a few small projects to update certain areas and improve certain features (such as improving the airflow for our air conditioner).  We ended up overspending our budget, and ended up putting the excess on our credit cards.  We are looking to consolidate some credit card debt that we incurred in the process of fixing up our new place.  I had heard about peer-to-peer lending sites in Consumer Reports' Money magazine, and we are looking to give it a try!",679.0,18.9%,922xx,CO,< 1 year,0.0
1852,6300.0,2007-10-19,TRG01,579.0,22.34%,210xx,MD,5 years,0.0
1853,25000.0,2007-10-19,JuiceTrading,521.0,29.57%,750xx,TX,< 1 year,0.0
1854,20000.0,2007-10-19,C.E.N.A. Pallet Co.,507.0,0%,549xx,WI,2 years,0.0
1855,5000.0,2007-10-19,fxw25,576.0,345.2%,402xx,KY,< 1 year,0.0
1856,10000.0,2007-10-19,keaki,437.0,22.07%,322xx,FL,1 year,0.0
1857,3000.0,2007-10-19,bnmein05,0.0,0%,330xx,FL,3 years,0.0
1858,1500.0,2007-10-19,dbills,532.0,4.57%,726xx,AR,9 years,0.0
1859,2000.0,2007-10-20,tyreeh2001,458.0,4.13%,112xx,NY,4 years,0.0
1860,5000.0,2007-10-20,bruser44,468.0,34.71%,492xx,OH,10+ years,0.0
1861,7000.0,2007-10-20,vicand718,630.0,1.2%,104xx,NY,2 years,0.0
1862,23500.0,2007-10-20,Wisconsin_unknown1234,627.0,5.56%,543xx,WI,2 years,0.0
1863,16000.0,2007-10-20,Singledadinnm,548.0,14.92%,871xx,NM,10+ years,0.0
1864,3500.0,2007-10-20,kc1002,660.0,3.98%,303xx,GA,< 1 year,0.0
1865,2500.0,2007-10-20,magnum,505.0,17.47%,212xx,MD,10+ years,0.0
1866,1500.0,2007-10-20,TRG02,570.0,16.07%,210xx,MD,< 1 year,0.0
1867,1500.0,2007-10-20,TRG03,559.0,15.61%,210xx,MD,2 years,0.0
1868,2000.0,2007-10-20,ocody,640.0,4.01%,283xx,NC,3 years,0.0
1869,19000.0,2007-10-20,Carolfr,540.0,18.14%,300xx,GA,< 1 year,0.0
1870,25000.0,2007-10-20,nymortgagepro,644.0,2.28%,117xx,NY,1 year,0.0
1871,4000.0,2007-10-20,karabryan,631.0,29.25%,435xx,OH,8 years,0.0
1872,5000.0,2007-10-20,AMC0127,474.0,15.8%,331xx,FL,3 years,0.0
1873,12000.0,2007-10-20,Crazyshaggy2004,464.0,35.33%,636xx,MO,1 year,0.0
1874,5000.0,2007-10-20,onelis2424,710.0,31.45%,104xx,NY,1 year,0.0
1875,7500.0,2007-10-20,jaysmomma,509.0,16.06%,368xx,AL,1 year,0.0
1876,10000.0,2007-10-21,hogrebe,603.0,40.82%,985xx,WA,3 years,0.0
1877,1500.0,2007-10-21,casey011487,454.0,24%,763xx,TX,< 1 year,0.0
1878,7500.0,2007-10-21,awardwinningcoffee,615.0,65.04%,982xx,WA,10+ years,0.0
1879,600.0,2007-10-21,SCSUwr80,438.0,8.04%,080xx,NJ,1 year,0.0
1880,2500.0,2007-10-21,TASHA954,0.0,0%,330xx,FL,< 1 year,0.0
1881,5000.0,2007-10-21,cavalier4fun,450.0,17.56%,115xx,NY,1 year,0.0
1882,8000.0,2007-10-21,All01,456.0,0%,295xx,SC,2 years,0.0
1883,3900.0,2007-10-21,tetesgirl,455.0,0%,559xx,MN,2 years,0.0
1884,12000.0,2007-10-21,DannyMpls,425.0,10.96%,554xx,MN,3 years,0.0
1885,10000.0,2007-10-21,DAWNP,0.0,0%,775xx,TX,2 years,0.0
1886,25000.0,2007-10-21,lataylor,380.0,21.51%,319xx,GA,4 years,0.0
1887,10000.0,2007-10-21,mike373,407.0,0.63%,376xx,TN,5 years,0.0
1888,25000.0,2007-10-21,johnie29,480.0,22.13%,276xx,NC,< 1 year,0.0
1889,10000.0,2007-10-21,counselorguy,551.0,25.59%,554xx,MN,8 years,0.0
1890,2000.0,2007-10-21,kimberlynsloan,621.0,14.11%,288xx,NC,2 years,0.0
1891,5000.0,2007-10-21,kephart,651.0,40.46%,276xx,NC,10+ years,0.0
1892,25000.0,2007-10-21,GoNinaGo,630.0,27.9%,786xx,TX,< 1 year,0.0
1893,8000.0,2007-10-21,Mark Hill,637.0,34.75%,852xx,AZ,< 1 year,0.0
1894,10000.0,2007-10-21,eyespy,477.0,7.32%,010xx,MA,6 years,0.0
1895,5300.0,2007-10-21,joshp20,572.0,19.19%,801xx,CO,2 years,0.0
1896,3200.0,2007-10-21,kmbroad,480.0,9.65%,370xx,TN,2 years,0.0
1897,1500.0,2007-10-21,Blessed One,597.0,16.79%,327xx,FL,2 years,0.0
1898,5000.0,2007-10-21,Iluvmykitty,624.0,1.44%,857xx,AZ,10+ years,0.0
1899,10000.0,2007-10-21,palpaw2000,461.0,22.19%,530xx,WI,< 1 year,0.0
1900,15000.0,2007-10-21,leda-and-theswan,600.0,14.54%,333xx,FL,< 1 year,0.0
1901,25000.0,2007-10-21,semperfi72,575.0,27.87%,871xx,NM,6 years,0.0
1902,25000.0,2007-10-21,wizardkim,609.0,23.76%,029xx,MA,1 year,0.0
1903,25000.0,2007-10-21,moneyman2u,693.0,18.06%,554xx,MN,4 years,0.0
1904,25000.0,2007-10-21,Interest Reduction,745.0,22.3%,852xx,AZ,< 1 year,0.0
1905,500.0,2007-10-22,Chippier,486.0,14.4%,530xx,WI,10+ years,0.0
1906,13000.0,2007-10-22,rollinthunder,551.0,43.27%,796xx,TX,10+ years,0.0
1907,8000.0,2007-10-22,corleone123,497.0,13%,229xx,VA,< 1 year,0.0
1908,25000.0,2007-10-22,kimmie,457.0,26.03%,553xx,MN,3 years,0.0
1909,3000.0,2007-10-22,"On Wednesday, October 24, 2007, my home that's been in my Family for over 50 years will be sold at bank auction. In order to stop this from happening, I need $3000 to retain counsel for my Chapter 13 filing. I have recently taken on 2 jobs so paying back this loan would not be a problem.  THIS IS NOT A SCAM OR ANY OTHER FORM OF B.S.   I am completely serious about this request and need this money today, Monday, October 22, 2007. Please help me and my Family keep our home.   Peace and God Bless! ",543.0,11.28%,220xx,VA,4 years,0.0
1910,10000.0,2007-10-22,bonniejd,488.0,13.1%,322xx,FL,2 years,0.0
1911,12000.0,2007-10-22,etmidden,612.0,16.13%,564xx,MN,< 1 year,0.0
1912,15000.0,2007-10-22,hafaza,512.0,39.53%,347xx,FL,8 years,0.0
1913,15000.0,2007-10-22,girlinrichmond,662.0,22.4%,232xx,VA,3 years,0.0
1914,10000.0,2007-10-22,jpamer,0.0,0%,349xx,FL,< 1 year,0.0
1915,15000.0,2007-10-22,somebeach,588.0,522.62%,278xx,NC,10+ years,0.0
1916,10000.0,2007-10-22,"T pay off some small loan companies that I have. After 41 years of amrriage, I am not seperated.  My husband became a alchoholic, physically and metally abused me.  I ncurred these debts in order to survive.",571.0,71.07%,778xx,TX,10+ years,0.0
1917,500.0,2007-10-22,colon25,584.0,28.03%,083xx,NJ,8 years,0.0
1918,3000.0,2007-10-22,clear_purple,527.0,16.34%,637xx,MO,< 1 year,0.0
1919,3000.0,2007-10-22,LAWRENCE,587.0,16.29%,112xx,NY,6 years,0.0
1920,10000.0,2007-10-22,semaj504,658.0,59.4%,700xx,LA,< 1 year,0.0
1921,5000.0,2007-10-22,chaerich,514.0,10.57%,640xx,MO,7 years,0.0
1922,5100.0,2007-10-22,SHRTSWEET882,479.0,27.55%,338xx,FL,3 years,0.0
1923,5500.0,2007-10-22,sakennaj,538.0,6.16%,114xx,NY,< 1 year,0.0
1924,2500.0,2007-10-22,Stacy16,509.0,14.91%,210xx,MD,< 1 year,0.0
1925,12500.0,2007-10-22,ndhoops,558.0,0%,175xx,NJ,< 1 year,0.0
1926,8000.0,2007-10-22,Missy,503.0,31.07%,846xx,UT,< 1 year,0.0
1927,5000.0,2007-10-22,teneshas28,410.0,23.52%,681xx,NE,5 years,0.0
1928,10000.0,2007-10-22,Help me get back on the right track!!,685.0,3.9%,460xx,IN,< 1 year,0.0
1929,20000.0,2007-10-22,lifesagift,603.0,0.79%,068xx,CT,1 year,0.0
1930,5000.0,2007-10-22,you1too,526.0,13.24%,200xx,DC,< 1 year,0.0
1931,2500.0,2007-10-22,Business Growth,542.0,2.88%,310xx,GA,2 years,0.0
1932,23000.0,2007-10-22,tracy45,526.0,23.85%,997xx,AK,7 years,0.0
1933,15000.0,2007-10-22,J.A.G.,642.0,7.5%,800xx,CO,7 years,0.0
1934,5000.0,2007-10-22,janawau,570.0,1.9%,312xx,GA,1 year,0.0
1935,5000.0,2007-10-22,courts59,547.0,30.62%,857xx,AZ,< 1 year,0.0
1936,25000.0,2007-10-22,magazine expansion nation wide,794.0,6.49%,075xx,NJ,8 years,0.0
1937,10000.0,2007-10-22,NewHope,620.0,0%,272xx,NC,8 years,0.0
1938,5000.0,2007-10-22,unicorn280,482.0,9.6%,535xx,WI,1 year,0.0
1939,20000.0,2007-10-22,mtt333tobycat,625.0,98.14%,559xx,MN,10+ years,0.0
1940,10000.0,2007-10-22,julybabe,481.0,10.03%,760xx,TX,5 years,0.0
1941,1000.0,2007-10-22,bigdan2k5,426.0,0%,234xx,VA,1 year,0.0
1942,9800.0,2007-10-22,john69,636.0,1.71%,030xx,NH,2 years,0.0
1943,25000.0,2007-10-22,appled,713.0,32.79%,301xx,GA,< 1 year,0.0
1944,25000.0,2007-10-22,mrcredithelp,645.0,14.98%,856xx,AZ,10+ years,0.0
1945,25000.0,2007-10-22,Wheels30,564.0,280.39%,958xx,CO,2 years,0.0
1946,20000.0,2007-10-22,wstjc,608.0,17.55%,347xx,FL,1 year,0.0
1947,4500.0,2007-10-22,etto53,468.0,0.67%,554xx,MN,< 1 year,0.0
1948,7000.0,2007-10-22,SherriJordan,414.0,17.25%,273xx,NC,< 1 year,0.0
1949,3600.0,2007-10-22,JxOxSxH,456.0,0.7%,724xx,AR,2 years,0.0
1950,3000.0,2007-10-22,sc1969,512.0,13.44%,088xx,NJ,10+ years,0.0
1951,20000.0,2007-10-22,NCR,693.0,9.41%,752xx,TX,10+ years,0.0
1952,7000.0,2007-10-22,mickey,562.0,29.39%,066xx,CT,10+ years,0.0
1953,15000.0,2007-10-22,lucyd2,686.0,37.55%,300xx,GA,10+ years,0.0
1954,500.0,2007-10-22,asbury,568.0,7.1%,174xx,GA,< 1 year,0.0
1955,2000.0,2007-10-22,ktaylor,,0%,206xx,MD,< 1 year,0.0
1956,4000.0,2007-10-22,brigi2te,642.0,54.91%,347xx,FL,6 years,0.0
1957,25000.0,2007-10-22,shellntam,461.0,0%,146xx,NY,< 1 year,0.0
1958,4000.0,2007-10-22,nitro,443.0,3.92%,786xx,TX,3 years,0.0
1959,4000.0,2007-10-22,ColombiaFinest69,636.0,10.8%,110xx,NY,4 years,0.0
1960,7500.0,2007-10-22,ddsd11,659.0,24.3%,271xx,NC,10+ years,0.0
1961,35000.0,2007-10-23,Triple A,630.0,62.38%,802xx,CO,< 1 year,0.0
1962,7000.0,2007-10-23,JUDAHTIM2,546.0,23.78%,298xx,SC,3 years,0.0
1963,11900.0,2007-10-23,pacificjuice,579.0,3%,300xx,GA,< 1 year,0.0
1964,4500.0,2007-10-23,Daniel.Roberts,592.0,4.67%,307xx,GA,< 1 year,0.0
1965,15000.0,2007-10-23,pitta00,593.0,36.21%,060xx,CT,3 years,0.0
1966,4000.0,2007-10-23,nehinger,639.0,6.66%,750xx,TX,1 year,0.0
1967,12000.0,2007-10-23,trashman1462,479.0,22.96%,278xx,NC,10+ years,0.0
1968,25000.0,2007-10-23,muddexport,661.0,9.8%,334xx,FL,7 years,0.0
1969,10000.0,2007-10-23,parrislane,641.0,37.28%,891xx,MD,4 years,0.0
1970,2500.0,2007-10-23,nathan1911,,0.99%,802xx,CO,< 1 year,0.0
1971,2300.0,2007-10-23,kandigrl,412.0,0%,328xx,FL,5 years,0.0
1972,25000.0,2007-10-23,Graciela,680.0,0%,640xx,MO,1 year,0.0
1973,5000.0,2007-10-23,snoopyvett,446.0,50.74%,295xx,SC,3 years,0.0
1974,25000.0,2007-10-23,islandboy,499.0,12.56%,846xx,UT,< 1 year,0.0
1975,2500.0,2007-10-23,Rebecca1184,607.0,28.96%,276xx,NC,1 year,0.0
1976,20000.0,2007-10-23,Sil Ortiz,478.0,0%,800xx,CO,< 1 year,0.0
1977,7000.0,2007-10-23,Alvin1951,483.0,17.61%,278xx,NC,7 years,0.0
1978,8000.0,2007-10-23,sinkin,440.0,557.14%,363xx,AL,5 years,0.0
1979,15000.0,2007-10-23,osu,547.0,14.12%,762xx,TX,1 year,0.0
1980,6000.0,2007-10-23,shiptech,451.0,18.23%,029xx,MA,< 1 year,0.0
1981,10000.0,2007-10-23,sakijazz32,476.0,20.61%,293xx,SC,< 1 year,0.0
1982,5000.0,2007-10-23,STHill0082,515.0,17.84%,303xx,GA,1 year,0.0
1983,15000.0,2007-10-23,nccbs71,673.0,23.72%,272xx,NC,6 years,0.0
1984,1000.0,2007-10-23,mslady,422.0,22.44%,402xx,KY,2 years,0.0
1985,9500.0,2007-10-23,NHP-NewYork,544.0,66.11%,110xx,NY,3 years,0.0
1986,1000.0,2007-10-23,Shekia84,408.0,2.5%,278xx,NC,< 1 year,0.0
1987,4500.0,2007-10-23,Eating Disorder Treatment Step-Down Prog,463.0,5.82%,287xx,NC,2 years,0.0
1988,25000.0,2007-10-23,casecashnow,617.0,21.63%,100xx,NY,2 years,0.0
1989,20000.0,2007-10-23,business loan,730.0,11.09%,234xx,VA,< 1 year,0.0
1990,25000.0,2007-10-23,homefront,420.0,8.97%,532xx,WI,10+ years,0.0
1991,2500.0,2007-10-23,want to pay off high int cred cards,603.0,29.77%,468xx,IN,2 years,0.0
1992,25000.0,2007-10-23,roberth,739.0,29.28%,442xx,OH,10+ years,0.0
1993,3400.0,2007-10-23,Retiring credit card debt,610.0,11.58%,253xx,WV,3 years,0.0
1994,15000.0,2007-10-23,mobile home loan,687.0,3.23%,952xx,CO,5 years,0.0
1995,6000.0,2007-10-23,Tired of Debt,461.0,8.4%,354xx,AL,2 years,0.0
1996,5000.0,2007-10-24,lucasjoaquin81,0.0,0%,787xx,TX,1 year,0.0
1997,4000.0,2007-10-24,Lithgar,645.0,9.66%,276xx,NC,7 years,0.0
